Solar Production [kWh]
0
0
0
0.025
0.062
0.093
0.141
0.175
0.105
0.013
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.124
0.237
0.395
0.37
0.163
0.073
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.019
0.058
0.077
0.075
0.056
0.038
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.007
0.013
0.016
0.017
0.015
0.009
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011
0.019
0.028
0.033
0.025
0.013
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.024
0.062
0.083
0.079
0.042
0.041
0.039
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005
0.022
0.047
0.049
0.06
0.045
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.014
0.039
0.049
0.047
0.058
0.063
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.056
0.161
0.224
0.257
0.194
0.155
0.046
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.017
0.03
0.036
0.036
0.033
0.024
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017
0.047
0.105
0.207
0.219
0.101
0.069
0.033
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.036
0.061
0.056
0.05
0.046
0.043
0.018
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.052
0.178
0.296
0.36
0.378
0.351
0.28
0.139
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.013
0.033
0.044
0.037
0.024
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.011
0.047
0.089
0.084
0.05
0.044
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.01
0.076
0.123
0.033
0.081
0.082
0.03
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.032
0.101
0.143
0.113
0.134
0.126
0.083
0.043
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.063
0.112
0.068
0.017
0.005
0.006
0.007
0.006
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.012
0.021
0.045
0.032
0.035
0.041
0.028
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.021
0.042
0.065
0.088
0.065
0.045
0.023
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017
0.053
0.092
0.101
0.123
0.082
0.059
0.028
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.021
0.067
0.103
0.133
0.105
0.121
0.12
0.084
0.02
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.031
0.057
0.075
0.07
0.064
0.049
0.031
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.054
0.103
0.157
0.215
0.211
0.145
0.095
0.051
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011
0.115
0.262
0.4
0.489
0.478
0.403
0.294
0.177
0.067
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0
0.043
0.278
0.499
0.657
0.744
0.764
0.716
0.603
0.431
0.2
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0.059
0.299
0.508
0.657
0.738
0.755
0.713
0.608
0.434
0.19
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005
0.05
0.135
0.234
0.277
0.236
0.19
0.101
0.034
0.008
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.021
0.047
0.093
0.134
0.146
0.145
0.126
0.073
0.03
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.078
0.146
0.18
0.24
0.245
0.23
0.187
0.102
0.046
0.003
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.02
0.042
0.061
0.072
0.08
0.081
0.074
0.058
0.029
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.069
0.164
0.275
0.318
0.359
0.355
0.287
0.19
0.081
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0.062
0.146
0.329
0.587
0.417
0.23
0.189
0.116
0.091
0.05
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.02
0.042
0.063
0.078
0.082
0.077
0.058
0.035
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017
0.072
0.14
0.197
0.245
0.254
0.25
0.23
0.161
0.085
0.014
0
0
0
0
0
0
0
0
0
0
0
0
0
0.037
0.152
0.322
0.465
0.52
0.521
0.494
0.422
0.306
0.161
0.029
0
0
0
0
0
0
0
0
0
0
0
0
0
0.08
0.26
0.434
0.556
0.638
0.653
0.606
0.499
0.361
0.187
0.037
0
0
0
0
0
0
0
0
0
0
0
0
0
0.024
0.069
0.1
0.109
0.103
0.094
0.077
0.058
0.037
0.016
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0.033
0.119
0.251
0.316
0.369
0.364
0.324
0.306
0.182
0.081
0.013
0
0
0
0
0
0
0
0
0
0
0
0
0
0.056
0.178
0.333
0.532
0.651
0.673
0.634
0.36
0.129
0.05
0.014
0
0
0
0
0
0
0
0
0
0
0
0
0
0.019
0.078
0.156
0.167
0.122
0.092
0.079
0.097
0.074
0.035
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.046
0.096
0.182
0.405
0.291
0.285
0.268
0.187
0.121
0.045
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018
0.055
0.086
0.074
0.066
0.046
0.038
0.042
0.029
0.016
0.009
0
0
0
0
0
0
0
0
0
0
0
0
0
0.014
0.035
0.076
0.113
0.115
0.133
0.103
0.071
0.061
0.037
0.008
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008
0.028
0.052
0.073
0.099
0.13
0.127
0.099
0.071
0.039
0.011
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.05
0.121
0.158
0.165
0.205
0.205
0.139
0.112
0.059
0.035
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0.006
0.072
0.178
0.177
0.131
0.077
0.063
0.058
0.073
0.071
0.033
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.022
0.049
0.081
0.078
0.078
0.11
0.12
0.109
0.122
0.094
0.036
0.001
0
0
0
0
0
0
0
0
0
0
0
0
0.013
0.046
0.052
0.066
0.11
0.325
0.353
0.237
0.122
0.064
0.048
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0.006
0.026
0.073
0.082
0.097
0.148
0.104
0.07
0.054
0.031
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.018
0.04
0.078
0.148
0.202
0.191
0.164
0.103
0.049
0.023
0.006
0
0
0
0
0
0
0
0
0
0
0
0
0
0.013
0.033
0.051
0.062
0.082
0.103
0.105
0.114
0.094
0.061
0.029
0.002
0
0
0
0
0
0
0
0
0
0
0
0.002
0.015
0.037
0.067
0.095
0.128
0.142
0.143
0.139
0.111
0.081
0.041
0.005
0
0
0
0
0
0
0
0
0
0
0
0.019
0.124
0.218
0.192
0.171
0.197
0.227
0.251
0.251
0.193
0.125
0.06
0.008
0
0
0
0
0
0
0
0
0
0
0
0.019
0.108
0.257
0.438
0.614
0.718
0.743
0.71
0.621
0.47
0.259
0.073
0.007
0
0
0
0
0
0
0
0
0
0
0
0.02
0.084
0.196
0.377
0.55
0.657
0.706
0.632
0.497
0.314
0.196
0.087
0.012
0
0
0
0
0
0
0
0
0
0
0
0.027
0.168
0.354
0.519
0.65
0.717
0.733
0.702
0.616
0.485
0.312
0.128
0.013
0
0
0
0
0
0
0
0
0
0
0
0.028
0.124
0.25
0.365
0.464
0.549
0.566
0.565
0.463
0.322
0.212
0.093
0.014
0
0
0
0
0
0
0
0
0
0
0
0.023
0.093
0.18
0.348
0.389
0.468
0.512
0.566
0.477
0.354
0.202
0.11
0.018
0
0
0
0
0
0
0
0
0
0
0
0.036
0.21
0.396
0.527
0.588
0.591
0.543
0.496
0.446
0.344
0.221
0.093
0.016
0
0
0
0
0
0
0
0
0
0
0
0.026
0.1
0.199
0.276
0.442
0.532
0.586
0.608
0.599
0.516
0.358
0.164
0.02
0
0
0
0
0
0
0
0
0
0
0.002
0.038
0.187
0.362
0.526
0.654
0.756
0.804
0.782
0.699
0.563
0.379
0.17
0.018
0
0
0
0
0
0
0
0
0
0
0.002
0.041
0.24
0.452
0.623
0.742
0.808
0.822
0.788
0.703
0.566
0.376
0.167
0.019
0
0
0
0
0
0
0
0
0
0
0.003
0.042
0.236
0.443
0.612
0.73
0.796
0.811
0.777
0.693
0.558
0.378
0.172
0.02
0
0
0
0
0
0
0
0
0
0
0.004
0.044
0.23
0.436
0.604
0.721
0.787
0.802
0.768
0.686
0.553
0.375
0.172
0.021
0
0
0
0
0
0
0
0
0
0
0.004
0.045
0.241
0.446
0.611
0.724
0.788
0.802
0.767
0.685
0.554
0.377
0.174
0.02
0.001
0
0
0
0
0
0
0
0
0
0.006
0.047
0.243
0.447
0.61
0.725
0.788
0.801
0.764
0.679
0.555
0.379
0.177
0.021
0.001
0
0
0
0
0
0
0
0
0
0.008
0.05
0.242
0.44
0.599
0.708
0.767
0.778
0.742
0.658
0.527
0.355
0.165
0.025
0.002
0
0
0
0
0
0
0
0
0
0.009
0.051
0.23
0.423
0.583
0.698
0.762
0.777
0.745
0.664
0.536
0.364
0.17
0.026
0.003
0
0
0
0
0
0
0
0
0
0.011
0.042
0.085
0.175
0.451
0.612
0.669
0.66
0.617
0.555
0.425
0.285
0.125
0.03
0.001
0
0
0
0
0
0
0
0
0
0.005
0.042
0.135
0.26
0.395
0.527
0.638
0.688
0.672
0.612
0.498
0.334
0.155
0.034
0.005
0
0
0
0
0
0
0
0
0
0.015
0.061
0.227
0.41
0.551
0.636
0.666
0.552
0.328
0.191
0.13
0.077
0.048
0.018
0.002
0
0
0
0
0
0
0
0
0
0
0.006
0.017
0.032
0.051
0.056
0.08
0.11
0.104
0.083
0.076
0.058
0.044
0.022
0.002
0
0
0
0
0
0
0
0
0
0.011
0.055
0.195
0.377
0.522
0.607
0.672
0.711
0.691
0.619
0.498
0.339
0.164
0.033
0.009
0
0
0
0
0
0
0
0
0
0.016
0.061
0.237
0.422
0.571
0.676
0.733
0.742
0.709
0.63
0.509
0.349
0.17
0.031
0.01
0
0
0
0
0
0
0
0
0
0.018
0.063
0.234
0.423
0.581
0.694
0.753
0.76
0.722
0.633
0.501
0.346
0.164
0.037
0.011
0
0
0
0
0
0
0
0
0
0.018
0.064
0.183
0.334
0.452
0.529
0.567
0.572
0.551
0.49
0.395
0.264
0.12
0.04
0.008
0
0
0
0
0
0
0
0
0
0.02
0.066
0.204
0.373
0.522
0.624
0.679
0.696
0.671
0.596
0.478
0.324
0.159
0.041
0.013
0
0
0
0
0
0
0
0
0
0.022
0.067
0.194
0.355
0.518
0.632
0.698
0.712
0.676
0.596
0.474
0.319
0.156
0.043
0.015
0
0
0
0
0
0
0
0
0
0.023
0.069
0.225
0.396
0.541
0.642
0.696
0.705
0.67
0.595
0.481
0.332
0.166
0.04
0.016
0
0
0
0
0
0
0
0
0.001
0.028
0.076
0.215
0.369
0.499
0.587
0.591
0.489
0.275
0.165
0.101
0.067
0.04
0.016
0.003
0
0
0
0
0
0
0
0
0
0.012
0.032
0.058
0.096
0.145
0.178
0.219
0.262
0.272
0.249
0.235
0.201
0.126
0.049
0.009
0
0
0
0
0
0
0
0
0
0.002
0.009
0.016
0.024
0.032
0.045
0.064
0.077
0.088
0.094
0.1
0.077
0.044
0.018
0.003
0
0
0
0
0
0
0
0
0
0.011
0.036
0.077
0.125
0.168
0.195
0.232
0.239
0.195
0.16
0.124
0.089
0.07
0.037
0.011
0
0
0
0
0
0
0
0
0.001
0.022
0.059
0.113
0.182
0.238
0.269
0.308
0.378
0.387
0.339
0.284
0.196
0.12
0.055
0.02
0
0
0
0
0
0
0
0
0
0.007
0.023
0.045
0.072
0.106
0.138
0.161
0.184
0.2
0.204
0.167
0.14
0.097
0.048
0.013
0
0
0
0
0
0
0
0
0
0.004
0.018
0.034
0.055
0.072
0.088
0.115
0.146
0.156
0.155
0.139
0.102
0.072
0.04
0.016
0
0
0
0
0
0
0
0
0.005
0.034
0.078
0.149
0.22
0.294
0.338
0.372
0.398
0.371
0.345
0.299
0.226
0.142
0.067
0.029
0.001
0
0
0
0
0
0
0
0.002
0.023
0.055
0.104
0.153
0.196
0.242
0.306
0.334
0.321
0.28
0.233
0.163
0.106
0.057
0.021
0.001
0
0
0
0
0
0
0
0.004
0.028
0.068
0.146
0.252
0.373
0.478
0.513
0.521
0.522
0.448
0.369
0.247
0.146
0.067
0.032
0.003
0
0
0
0
0
0
0
0.011
0.045
0.089
0.153
0.209
0.252
0.27
0.293
0.26
0.202
0.126
0.084
0.055
0.032
0.015
0.004
0
0
0
0
0
0
0
0
0.011
0.043
0.093
0.229
0.363
0.452
0.523
0.529
0.492
0.445
0.335
0.204
0.132
0.08
0.041
0.013
0
0
0
0
0
0
0
0
0
0.006
0.019
0.037
0.061
0.08
0.12
0.139
0.194
0.209
0.206
0.196
0.166
0.12
0.071
0.033
0.005
0
0
0
0
0
0
0
0.011
0.045
0.094
0.189
0.275
0.387
0.463
0.493
0.496
0.435
0.383
0.3
0.231
0.135
0.068
0.028
0.004
0
0
0
0
0
0
0
0.01
0.042
0.087
0.146
0.212
0.306
0.288
0.333
0.471
0.403
0.302
0.296
0.226
0.152
0.074
0.04
0.008
0
0
0
0
0
0
0
0.001
0.009
0.03
0.078
0.178
0.36
0.511
0.572
0.586
0.49
0.232
0.148
0.071
0.038
0.015
0.003
0
0
0
0
0
0
0
0
0.002
0.015
0.032
0.056
0.09
0.139
0.197
0.261
0.326
0.419
0.357
0.218
0.159
0.106
0.054
0.022
0.006
0
0
0
0
0
0
0
0.014
0.044
0.09
0.185
0.315
0.447
0.558
0.615
0.672
0.616
0.501
0.396
0.287
0.175
0.061
0.039
0.011
0
0
0
0
0
0
0
0.017
0.042
0.089
0.253
0.418
0.548
0.646
0.686
0.7
0.696
0.626
0.514
0.363
0.19
0.045
0.032
0.012
0
0
0
0
0
0
0
0.017
0.047
0.094
0.202
0.323
0.448
0.59
0.689
0.72
0.69
0.614
0.496
0.339
0.177
0.064
0.039
0.01
0
0
0
0
0
0
0
0.02
0.042
0.052
0.086
0.152
0.159
0.126
0.119
0.123
0.147
0.293
0.327
0.259
0.164
0.081
0.044
0.011
0
0
0
0
0
0
0
0.02
0.049
0.095
0.229
0.37
0.47
0.529
0.544
0.563
0.55
0.516
0.407
0.308
0.18
0.058
0.039
0.015
0
0
0
0
0
0
0
0.014
0.044
0.092
0.161
0.239
0.307
0.419
0.53
0.59
0.466
0.44
0.378
0.297
0.167
0.076
0.042
0.012
0
0
0
0
0
0
0.001
0.02
0.055
0.101
0.184
0.239
0.264
0.26
0.266
0.277
0.266
0.266
0.243
0.199
0.146
0.08
0.042
0.012
0
0
0
0
0
0
0
0.011
0.029
0.055
0.091
0.136
0.174
0.204
0.212
0.222
0.239
0.24
0.215
0.173
0.128
0.078
0.042
0.013
0
0
0
0
0
0
0.002
0.025
0.059
0.108
0.229
0.377
0.502
0.484
0.427
0.391
0.327
0.207
0.16
0.105
0.054
0.027
0.012
0.002
0
0
0
0
0
0
0.001
0.023
0.061
0.109
0.14
0.199
0.283
0.396
0.522
0.537
0.467
0.434
0.31
0.201
0.112
0.063
0.028
0.008
0
0
0
0
0
0
0.001
0.018
0.05
0.099
0.186
0.301
0.452
0.534
0.599
0.608
0.579
0.503
0.392
0.263
0.157
0.085
0.046
0.012
0
0
0
0
0
0
0.001
0.018
0.049
0.09
0.148
0.242
0.385
0.438
0.51
0.494
0.44
0.376
0.313
0.225
0.15
0.082
0.043
0.013
0
0
0
0
0
0
0.002
0.027
0.064
0.118
0.228
0.345
0.419
0.389
0.348
0.274
0.21
0.16
0.122
0.09
0.059
0.032
0.014
0.003
0
0
0
0
0
0
0
0.01
0.029
0.065
0.123
0.194
0.26
0.339
0.33
0.335
0.346
0.349
0.257
0.198
0.107
0.07
0.041
0.015
0
0
0
0
0
0
0.001
0.017
0.035
0.062
0.101
0.151
0.178
0.181
0.184
0.172
0.159
0.137
0.122
0.096
0.086
0.064
0.043
0.016
0
0
0
0
0
0
0.002
0.027
0.069
0.121
0.216
0.256
0.232
0.167
0.133
0.16
0.154
0.185
0.183
0.153
0.088
0.049
0.017
0.013
0
0
0
0
0
0
0.003
0.022
0.054
0.103
0.165
0.214
0.266
0.328
0.402
0.508
0.592
0.574
0.467
0.279
0.137
0.05
0.025
0.011
0
0
0
0
0
0
0.002
0.019
0.047
0.102
0.17
0.282
0.362
0.434
0.513
0.555
0.508
0.454
0.411
0.292
0.139
0.056
0.025
0.008
0
0
0
0
0
0
0.001
0.013
0.037
0.078
0.121
0.115
0.121
0.122
0.171
0.336
0.436
0.317
0.18
0.093
0.047
0.031
0.016
0.006
0
0
0
0
0
0
0.003
0.031
0.068
0.111
0.169
0.272
0.319
0.371
0.395
0.383
0.306
0.268
0.2
0.146
0.107
0.071
0.047
0.023
0.003
0
0
0
0
0
0.01
0.037
0.068
0.1
0.141
0.184
0.204
0.164
0.276
0.386
0.291
0.189
0.151
0.143
0.107
0.063
0.034
0.011
0.002
0
0
0
0
0
0.009
0.031
0.049
0.096
0.248
0.381
0.467
0.528
0.591
0.656
0.656
0.587
0.479
0.341
0.19
0.069
0.052
0.023
0.002
0
0
0
0
0
0.008
0.035
0.071
0.114
0.161
0.198
0.187
0.15
0.09
0.075
0.073
0.072
0.066
0.044
0.044
0.042
0.026
0.006
0
0
0
0
0
0
0.008
0.031
0.057
0.097
0.173
0.267
0.391
0.487
0.631
0.677
0.674
0.584
0.381
0.234
0.167
0.087
0.056
0.027
0.004
0
0
0
0
0
0.005
0.025
0.062
0.107
0.255
0.422
0.554
0.644
0.674
0.495
0.394
0.365
0.312
0.229
0.149
0.086
0.044
0.013
0
0
0
0
0
0
0.007
0.034
0.065
0.108
0.245
0.38
0.484
0.563
0.592
0.584
0.507
0.464
0.364
0.275
0.166
0.087
0.051
0.024
0.004
0
0
0
0
0
0.007
0.031
0.062
0.102
0.249
0.411
0.549
0.638
0.689
0.708
0.671
0.604
0.502
0.348
0.206
0.054
0.042
0.026
0.007
0
0
0
0
0
0.011
0.035
0.067
0.109
0.204
0.318
0.384
0.426
0.428
0.438
0.419
0.385
0.353
0.279
0.186
0.083
0.057
0.029
0.006
0
0
0
0
0
0.005
0.012
0.027
0.041
0.06
0.086
0.145
0.171
0.28
0.417
0.625
0.589
0.491
0.332
0.172
0.092
0.061
0.032
0.007
0
0
0
0
0
0.013
0.036
0.051
0.098
0.266
0.327
0.19
0.181
0.213
0.304
0.37
0.393
0.343
0.202
0.113
0.064
0.037
0.014
0.001
0
0
0
0
0
0.003
0.018
0.05
0.097
0.192
0.342
0.479
0.587
0.663
0.687
0.668
0.61
0.512
0.37
0.21
0.058
0.045
0.028
0.008
0
0
0
0
0
0.013
0.036
0.057
0.102
0.234
0.36
0.507
0.594
0.605
0.544
0.526
0.47
0.37
0.248
0.155
0.08
0.041
0.014
0.001
0
0
0
0
0
0
0.007
0.027
0.058
0.1
0.17
0.249
0.327
0.393
0.481
0.423
0.451
0.385
0.32
0.199
0.097
0.054
0.016
0.001
0
0
0
0
0
0.01
0.037
0.053
0.099
0.234
0.366
0.479
0.555
0.597
0.59
0.505
0.435
0.368
0.263
0.166
0.088
0.044
0.014
0.002
0
0
0
0
0
0.01
0.035
0.066
0.105
0.236
0.384
0.498
0.551
0.571
0.61
0.553
0.5
0.367
0.232
0.166
0.09
0.059
0.029
0.005
0
0
0
0
0
0.006
0.02
0.034
0.05
0.074
0.133
0.243
0.37
0.513
0.582
0.513
0.424
0.279
0.242
0.171
0.094
0.058
0.026
0.005
0
0
0
0
0
0.006
0.024
0.054
0.091
0.154
0.215
0.275
0.329
0.367
0.39
0.379
0.341
0.275
0.171
0.103
0.051
0.017
0.007
0
0
0
0
0
0
0.013
0.04
0.072
0.116
0.181
0.203
0.223
0.336
0.434
0.411
0.347
0.282
0.215
0.147
0.104
0.075
0.054
0.027
0.005
0
0
0
0
0
0.01
0.036
0.071
0.109
0.17
0.179
0.315
0.349
0.344
0.375
0.396
0.341
0.271
0.21
0.131
0.083
0.048
0.02
0.004
0
0
0
0
0
0.008
0.032
0.06
0.097
0.138
0.213
0.279
0.313
0.388
0.41
0.398
0.347
0.292
0.241
0.183
0.093
0.062
0.032
0.007
0
0
0
0
0
0.011
0.037
0.072
0.116
0.208
0.259
0.288
0.332
0.358
0.361
0.289
0.218
0.167
0.125
0.084
0.055
0.035
0.016
0.002
0
0
0
0
0
0.009
0.028
0.06
0.1
0.19
0.322
0.439
0.511
0.621
0.63
0.505
0.364
0.258
0.14
0.088
0.055
0.031
0.009
0.001
0
0
0
0
0
0
0.003
0.018
0.047
0.077
0.118
0.155
0.205
0.285
0.253
0.327
0.275
0.292
0.187
0.129
0.087
0.046
0.012
0.001
0
0
0
0
0
0.004
0.012
0.028
0.04
0.031
0.034
0.034
0.044
0.058
0.056
0.042
0.042
0.054
0.045
0.039
0.021
0.004
0
0
0
0
0
0
0
0.001
0.007
0.012
0.02
0.03
0.043
0.064
0.071
0.078
0.145
0.151
0.151
0.121
0.107
0.073
0.036
0.015
0.005
0
0
0
0
0
0
0.001
0.012
0.023
0.051
0.047
0.067
0.22
0.208
0.22
0.305
0.234
0.216
0.194
0.12
0.074
0.031
0.036
0.014
0
0
0
0
0
0
0.001
0.015
0.045
0.093
0.151
0.207
0.265
0.273
0.273
0.287
0.305
0.345
0.269
0.198
0.175
0.1
0.066
0.023
0.004
0
0
0
0
0
0.006
0.029
0.074
0.118
0.191
0.183
0.198
0.227
0.23
0.243
0.23
0.2
0.163
0.132
0.086
0.07
0.039
0.013
0.001
0
0
0
0
0
0.002
0.011
0.018
0.027
0.043
0.063
0.08
0.098
0.105
0.106
0.118
0.102
0.092
0.074
0.053
0.033
0.018
0.004
0
0
0
0
0
0
0
0.005
0.016
0.039
0.067
0.096
0.138
0.2
0.241
0.286
0.308
0.32
0.282
0.218
0.14
0.099
0.06
0.028
0.005
0
0
0
0
0
0.002
0.021
0.044
0.069
0.083
0.074
0.115
0.097
0.099
0.129
0.096
0.069
0.098
0.068
0.042
0.037
0.022
0.01
0.001
0
0
0
0
0
0.003
0.021
0.058
0.109
0.215
0.328
0.365
0.372
0.293
0.353
0.354
0.286
0.225
0.168
0.116
0.054
0.028
0.01
0
0
0
0
0
0
0.004
0.025
0.06
0.104
0.189
0.298
0.431
0.463
0.439
0.492
0.45
0.398
0.343
0.27
0.176
0.089
0.055
0.028
0.005
0
0
0
0
0
0.005
0.023
0.051
0.098
0.136
0.177
0.193
0.191
0.201
0.209
0.209
0.187
0.163
0.137
0.107
0.072
0.031
0.011
0.001
0
0
0
0
0
0.003
0.017
0.043
0.068
0.121
0.158
0.251
0.471
0.575
0.608
0.586
0.494
0.381
0.309
0.205
0.075
0.05
0.027
0.004
0
0
0
0
0
0.008
0.031
0.057
0.09
0.229
0.386
0.527
0.621
0.68
0.695
0.668
0.602
0.498
0.363
0.211
0.062
0.042
0.024
0.003
0
0
0
0
0
0.008
0.031
0.054
0.081
0.243
0.4
0.529
0.624
0.677
0.693
0.672
0.608
